293	195	14
897	270	195
203	298	649
9	620	547
302	944	776
944	878	186
209	200	876
733	753	911
395	709	614
395	448	709
490	774	417
285	196	276
211	274	915
274	211	376
522	470	783
576	51	934
802	228	614
448	395	682
605	700	112
203	282	298
865	99	798
163	662	864
744	629	24
10	744	299
963	347	403
829	347	832
725	996	535
199	25	851
806	494	280
165	494	609
103	778	116
293	907	195
20	40	99
40	798	99
277	422	89
412	89	447
74	503	924
503	896	924
589	366	611
430	778	657
816	595	281
598	693	131
62	997	735
345	113	396
495	312	476
548	397	485
636	634	217
530	217	634
23	40	20
536	869	23
94	58	992
531	1000	94
175	226	636
290	457	226
527	806	280
294	784	806
946	277	791
142	277	866
896	516	416
486	416	516
883	845	435
964	178	367
897	195	103
917	197	513
848	834	859
876	929	637
86	159	528
528	674	86
510	43	993
62	938	98
712	935	728
161	653	455
202	272	71
57	272	711
917	660	197
721	917	513
501	104	110
607	318	995
27	266	717
809	900	322
490	381	815
404	720	956
88	300	727
300	412	447
845	887	435
740	162	145
678	22	858
926	22	905
735	434	788
938	62	308
39	109	239
290	109	223
895	272	122
696	325	894
60	370	155
950	370	539
255	779	926
115	840	701
146	166	730
443	730	913
386	12	574
745	867	112
745	726	301
54	43	510
723	822	938
207	491	540
166	146	232
674	233	559
233	674	528
766	469	619
619	525	297
497	489	861
579	861	152
385	639	486
416	486	639
85	603	284
770	295	655
687	418	13
418	872	13
614	709	452
136	452	709
253	478	598
587	478	217
963	107	137
848	612	79
621	998	785
512	545	621
284	713	251
515	251	713
446	467	755
157	479	703
577	655	295
240	46	21
431	505	805
970	100	756
333	202	71
502	757	180
305	598	466
478	466	598
860	820	227
152	670	526
573	339	879
967	533	157
971	653	75
368	173	653
616	313	742
742	313	546
28	350	772
350	60	155
236	317	74
689	414	373
39	511	952
475	511	12
771	221	248
819	224	771
922	705	740
205	705	364
333	71	372
181	372	71
249	9	547
317	203	581
206	983	932
957	209	599
334	666	731
275	153	666
352	948	523
818	398	590
29	664	343
775	794	810
627	906	625
849	625	906
594	769	7
247	935	171
113	143	396
143	113	411
415	143	373
451	620	9
477	306	263
289	438	178
737	613	751
30	315	925
173	567	972
786	751	567
499	781	658
644	11	138
525	974	432
681	889	949
360	238	414
360	908	84
367	145	162
438	306	245
894	325	122
734	895	325
651	695	690
735	997	690
804	274	31
141	31	659
584	55	870
845	883	903
724	35	310
454	564	852
443	913	288
255	362	580
317	460	74
411	373	143
702	441	35
150	702	990
419	45	714
248	714	45
129	903	883
610	880	903
421	557	568
565	449	391
312	298	476
9	649	298
213	646	916
911	929	916
595	458	994
267	118	68
256	843	179
256	179	943
927	676	163
265	96	555
521	699	611
699	778	611
75	161	935
613	335	751
855	884	988
251	855	985
970	48	286
187	48	53
145	367	887
178	964	461
575	841	116
841	660	838
962	595	994
332	281	595
661	708	682
76	663	948
698	594	568
769	594	191
268	360	414
268	640	360
734	325	501
696	501	325
206	619	297
154	619	469
85	696	235
235	696	204
417	774	529
393	528	774
993	43	822
488	43	760
988	91	214
506	789	91
6	115	701
842	6	593
58	94	1000
871	472	992
804	46	114
240	107	969
565	557	449
588	956	941
800	726	416
504	326	69
209	817	200
469	766	209
167	61	742
61	167	231
366	434	523
366	589	788
612	706	646
759	733	706
604	517	406
486	965	385
698	20	82
171	82	99
483	761	302
761	966	302
415	547	143
249	415	119
398	428	52
434	735	19
315	30	668
668	72	147
431	500	505
739	648	679
976	73	324
225	976	187
170	385	955
385	170	383
212	166	232
212	730	166
334	731	361
454	424	427
246	661	682
401	246	912
603	749	410
318	65	995
170	955	327
955	385	965
963	612	848
612	963	403
704	23	20
40	23	741
601	429	982
261	621	429
6	586	115
26	840	83
63	98	938
62	98	997
616	61	633
530	184	80
40	475	12
869	423	741
683	724	753
833	753	724
607	85	235
696	357	104
177	517	350
60	517	914
932	817	206
16	206	297
10	957	599
88	125	349
571	285	921
769	712	7
412	88	349
707	300	422
291	588	80
815	381	473
475	40	741
210	917	721
210	513	574
806	784	462
153	462	784
66	456	319
665	601	323
453	237	241
749	237	218
425	453	168
425	237	453
314	356	539
999	293	14
959	564	427
258	813	628
262	394	380
374	394	1000
465	205	364
552	996	851
289	178	461
245	178	438
620	451	532
9	298	451
184	530	61
184	61	231
569	363	645
715	363	341
321	189	493
776	344	302
433	874	250
250	874	566
205	535	996
480	199	851
677	390	602
120	738	390
999	259	316
270	234	259
929	753	743
753	24	743
322	797	339
883	797	129
926	288	362
580	288	913
593	83	331
553	842	331
231	557	184
557	80	184
7	777	594
108	777	404
72	287	881
927	163	864
771	248	45
188	552	248
219	431	805
444	931	431
679	605	591
112	867	591
749	995	561
218	808	507
148	41	933
764	613	737
473	941	956
509	538	381
868	448	708
920	448	811
339	797	879
584	179	843
815	720	393
196	571	201
441	852	564
990	35	724
47	346	918
424	918	731
351	312	495
298	312	875
245	179	367
306	477	943
722	308	252
252	62	430
544	780	158
492	621	785
964	399	461
355	36	382
672	748	296
296	847	692
823	623	508
194	823	872
334	954	787
141	954	361
95	525	684
432	297	525
800	942	726
278	560	585
452	825	193
38	590	651
570	273	839
156	273	982
170	15	928
350	28	177
703	573	157
157	256	967
602	801	677
801	459	519
22	115	586
840	115	779
814	975	987
975	103	907
660	841	386
330	234	768
47	918	454
424	454	918
639	371	800
29	343	371
804	31	904
107	21	137
872	471	13
133	446	755
973	299	835
125	88	957
225	4	229
756	187	53
834	767	859
626	767	617
419	819	771
982	419	898
180	673	502
752	438	474
683	759	990
733	759	208
479	446	703
891	573	198
751	786	737
668	30	72
953	712	728
935	712	769
484	970	286
100	160	756
528	159	529
445	718	159
119	649	249
581	119	317
456	898	874
601	898	323
347	21	904
211	915	439
969	817	932
619	206	766
488	592	342
592	760	750
686	253	624
68	118	994
841	575	893
197	386	574
170	899	358
29	383	358
337	930	18
606	849	216
177	28	15
111	910	772
635	510	214
193	763	641
436	359	402
538	359	588
299	349	125
412	349	973
853	981	882
185	882	981
789	802	405
614	452	802
958	560	800
343	585	371
569	773	799
354	174	496
719	463	257
735	690	695
842	68	271
686	624	267
470	175	991
636	991	175
827	549	820
670	710	917
853	977	790
882	67	977
8	355	279
3	17	729
636	226	656
226	457	608
390	738	602
794	775	664
763	38	292
136	818	825
812	265	464
660	386	197
574	513	197
321	654	183
130	320	654
559	790	242
790	900	242
884	855	515
219	855	988
779	400	840
337	255	625
20	698	704
82	191	698
434	366	788
448	352	811
936	201	377
201	936	550
523	398	811
52	590	398
32	370	950
772	155	111
213	876	200
629	968	24
264	687	471
831	703	446
351	87	534
504	700	282
624	253	118
253	340	962
571	196	285
27	437	266
881	420	222
49	420	309
839	544	570
294	544	667
202	375	254
215	254	375
572	439	114
804	114	439
574	146	491
146	540	491
335	613	933
148	613	764
282	647	476
351	487	960
370	640	314
370	60	640
357	324	338
4	976	229
415	249	547
460	317	119
763	54	641
43	54	292
904	691	832
731	346	361
410	749	507
65	105	561
538	509	402
830	33	632
560	958	585
800	371	958
91	635	214
597	635	405
367	162	964
873	964	162
192	871	58
992	58	871
786	72	764
287	662	465
288	580	362
754	580	913
203	649	581
119	581	649
356	987	407
539	370	314
843	256	879
215	967	256
326	726	69
924	123	236
117	304	688
675	694	680
144	111	155
910	111	644
999	270	259
132	259	234
603	410	44
507	713	410
195	270	14
234	270	768
244	844	873
188	399	844
303	768	97
768	303	838
913	212	1
627	1	906
277	142	661
866	642	142
238	604	460
914	604	84
879	797	843
440	584	870
739	679	520
591	520	679
57	388	376
274	388	659
971	247	865
171	865	247
83	783	331
470	556	783
862	519	459
716	519	472
397	562	485
510	485	562
579	850	861
905	850	101
56	680	669
675	501	93
930	311	606
239	216	12
390	821	120
343	821	793
957	10	125
299	125	10
756	160	174
799	174	160
179	584	440
55	584	435
107	240	21
638	240	969
744	10	629
833	835	299
270	999	14
316	34	999
480	662	199
676	662	163
231	524	557
536	524	869
965	406	955
517	955	406
32	658	11
32	644	111
647	87	495
510	87	485
430	657	113
411	113	657
594	421	568
777	391	421
126	858	615
586	42	630
583	70	508
159	70	529
300	707	727
89	422	447
373	460	415
460	119	415
890	33	692
33	194	692
452	597	802
193	641	597
450	134	149
418	149	134
404	921	285
712	571	921
106	765	657
176	792	778
269	719	257
19	735	428
930	606	736
934	828	576
326	317	909
236	123	909
662	567	798
662	72	567
381	588	941
359	80	588
377	201	571
196	437	468
508	623	583
509	381	623
198	573	831
256	157	573
505	500	484
931	100	500
745	504	69
867	745	389
925	230	30
764	30	230
295	204	696
638	46	365
499	356	907
950	539	356
313	475	546
167	546	475
252	345	722
113	345	430
783	553	331
686	267	553
237	749	561
218	507	749
653	173	455
972	455	173
559	242	674
809	242	900
232	12	212
12	906	212
169	632	937
33	937	632
696	85	357
749	603	995
441	702	852
77	310	35
593	6	701
458	42	6
614	949	395
889	395	949
592	997	342
63	997	98
47	852	543
852	702	543
63	488	342
43	488	822
394	135	961
694	135	514
575	386	893
599	629	10
968	629	876
985	164	251
324	164	803
62	252	308
345	252	430
756	53	970
48	970	53
530	652	387
359	652	746
512	628	856
628	813	856
13	471	687
264	718	198
663	523	948
19	523	434
228	681	949
824	974	681
73	93	324
304	675	688
461	399	289
279	399	221
713	284	44
164	85	284
513	210	721
491	92	574
951	186	642
944	186	776
740	244	162
172	705	205
272	895	181
122	325	895
963	848	107
200	848	79
370	32	144
860	138	781
214	596	219
510	562	596
235	622	318
295	770	204
699	878	966
578	186	878
865	190	368
798	567	190
874	898	566
898	250	566
975	631	558
314	814	987
458	816	384
78	816	281
329	899	928
126	794	899
808	425	506
237	425	218
337	400	255
400	337	18
523	663	366
2	366	663
611	735	589
735	788	589
171	935	769
653	161	75
108	291	565
557	565	291
306	752	263
348	474	989
322	124	797
610	121	67
940	945	502
477	202	254
651	592	750
997	592	690
24	833	744
833	299	744
987	907	407
907	356	407
206	16	983
297	432	16
220	81	862
748	81	37
6	271	458
68	842	553
872	846	471
70	718	846
179	306	943
752	306	438
320	835	833
835	320	130
38	763	825
54	763	292
17	348	989
3	673	348
57	128	945
711	202	128
498	717	266
27	826	243
932	353	969
561	353	237
383	170	358
177	170	327
735	778	62
430	62	778
483	302	189
493	302	344
802	978	228
789	425	978
4	225	354
976	225	229
413	863	836
475	741	423
612	213	79
876	213	929
157	262	479
533	892	262
875	351	336
620	722	345
537	860	999
710	827	34
843	797	584
883	584	797
153	959	427
512	856	959
76	948	868
523	811	352
910	28	772
549	489	820
259	132	316
838	660	330
72	786	567
764	737	786
140	260	25
409	260	419
224	151	8
570	8	151
569	645	542
569	600	426
273	156	839
492	998	780
527	280	442
494	442	280
205	465	535
465	364	287
397	548	408
548	485	647
545	127	998
158	998	127
88	412	300
422	300	447
956	720	473
276	393	720
204	770	622
46	622	770
700	605	408
112	591	605
216	849	12
849	606	311
45	419	771
433	250	419
317	326	203
726	326	909
701	26	593
83	593	26
603	85	607
318	607	235
814	314	640
908	360	640
720	815	473
774	490	393
161	936	377
161	498	936
811	818	920
590	38	818
657	778	106
778	792	106
962	994	118
253	598	340
678	329	328
497	905	678
973	130	412
654	412	130
632	436	509
436	402	509
928	328	329
497	678	328
205	307	172
90	172	307
762	812	464
874	433	812
929	743	968
24	968	743
359	538	402
588	381	538
904	21	804
46	804	21
718	891	198
86	891	445
482	795	688
600	888	426
399	188	221
248	221	188
489	497	939
328	939	497
389	745	301
745	112	643
903	685	845
740	845	922
281	332	131
962	332	595
795	426	888
773	569	426
817	369	626
766	206	817
735	463	428
695	257	463
864	96	747
464	555	319
355	399	279
399	355	289
324	803	976
187	976	803
861	670	152
917	207	526
576	736	606
522	736	828
767	626	369
617	817	626
710	670	549
917	526	670
319	665	66
665	323	66
379	183	483
202	477	128
943	477	254
179	245	306
178	245	367
719	269	52
651	269	257
52	428	719
463	719	428
381	490	417
815	393	490
274	804	915
804	439	915
420	685	880
49	845	685
974	912	889
246	889	912
308	960	487
722	336	960
799	496	174
773	354	496
778	103	558
838	303	116
544	158	667
127	667	158
86	674	809
242	809	674
37	693	748
478	847	466
826	618	981
668	618	315
472	871	716
192	600	871
474	180	752
180	263	752
481	172	244
90	244	172
528	468	233
437	233	468
768	897	97
897	116	303
93	482	688
73	4	482
321	493	947
302	493	189
829	612	403
213	612	646
22	615	858
630	126	615
116	897	103
303	97	897
753	733	208
646	706	733
277	246	984
889	246	682
437	196	201
468	276	196
102	989	36
989	382	36
927	877	260
265	877	283
625	849	311
906	12	849
373	411	689
411	765	689
555	96	563
563	319	555
647	282	548
643	700	504
863	423	836
423	413	836
999	34	537
34	827	537
820	910	227
28	910	489
738	775	810
120	664	775
734	675	680
93	688	675
574	92	210
207	210	92
982	429	156
492	156	429
183	379	321
189	321	379
935	161	953
933	161	335
488	63	822
997	63	342
374	133	755
264	471	846
100	931	739
648	739	931
332	962	340
118	253	962
147	881	837
881	222	837
717	498	551
550	936	498
263	757	477
128	477	757
914	908	60
640	60	908
564	77	441
77	35	441
459	78	378
78	220	378
612	829	5
347	829	403
954	141	659
691	346	829
625	311	337
930	337	311
633	608	457
656	226	608
355	8	17
355	17	102
140	199	676
662	676	199
153	424	666
731	666	424
134	194	923
194	872	923
87	647	485
476	647	495
851	854	986
714	409	419
560	278	942
782	363	278
448	868	352
76	868	708
343	664	554
120	554	664
645	716	600
871	600	716
662	287	72
662	725	465
221	224	279
8	279	224
135	394	514
1000	394	961
710	132	660
330	660	132
854	25	409
260	409	25
747	265	283
555	464	265
748	672	81
450	672	541
781	138	11
910	138	227
50	902	185
902	139	185
748	693	305
598	305	693
509	823	830
508	872	823
142	642	76
663	76	642
770	655	46
114	46	655
687	264	133
718	264	846
880	610	139
129	610	903
548	282	700
298	282	476
996	725	480
662	480	725
700	643	112
504	745	643
388	274	376
31	274	659
669	533	56
333	56	533
400	522	83
736	522	18
103	975	558
907	987	975
810	392	738
919	392	384
346	691	141
829	832	691
156	492	780
621	492	429
6	842	271
593	331	842
494	334	609
666	334	275
995	603	607
44	284	603
929	968	637
968	876	637
104	338	110
93	110	338
169	937	518
937	890	518
36	355	102
289	355	382
853	559	27
233	27	559
466	847	305
169	518	847
87	351	495
487	351	534
613	148	933
764	230	148
336	620	532
345	396	620
384	816	919
459	919	816
864	563	96
792	176	268
778	631	176
658	32	950
644	32	11
640	631	814
975	814	631
