-0.284101  -0.240037
-0.29583  -0.199229
-0.29583  -0.199229
-0.301991  -0.151306
-0.284101  -0.240037
-0.310721  -0.272021
-0.301991  -0.151306
-0.317182  -0.103739
-0.295777  -0.310408
-0.310721  -0.272021
-0.295777  -0.310408
-0.280258  -0.35166
-0.314415  0.319541
-0.256329  0.326886
-0.317182  -0.103739
-0.361166  -0.0842685
-0.314415  0.319541
-0.368158  0.305805
-0.232074  -0.355948
-0.280258  -0.35166
-0.256329  0.326886
-0.236547  0.383108
-0.361166  -0.0842685
-0.364273  -0.0242516
-0.368158  0.305805
-0.379871  0.25357
-0.232074  -0.355948
-0.206824  -0.397462
-0.364273  -0.0242516
-0.383397  0.034875
-0.0550206  0.378614
-0.118317  0.390972
-0.379871  0.25357
-0.391263  0.20225
-0.236547  0.383108
-0.178009  0.391936
-0.383397  0.034875
-0.394101  0.0904976
-0.118317  0.390972
-0.178009  0.391936
-0.391263  0.20225
-0.397817  0.14738
-0.0550206  0.378614
-0.0186471  0.427552
-0.394101  0.0904976
-0.397817  0.14738
-0.0186471  0.427552
0.0198672  0.471633
-0.206824  -0.397462
-0.234169  -0.44355
0.0198672  0.471633
0.0607936  0.516236
-0.234169  -0.44355
-0.200994  -0.492925
1.35098  0.467433
1.42728  0.459951
1.43792  -0.450423
1.37737  -0.496602
0.470741  0.464981
0.404213  0.480008
1.43792  -0.450423
1.49411  -0.39766
-0.200994  -0.492925
-0.158752  -0.543412
0.470741  0.464981
0.54507  0.499196
0.54507  0.499196
0.635941  0.513995
1.35098  0.467433
1.31782  0.536681
0.0607936  0.516236
0.0943264  0.567384
0.404213  0.480008
0.37637  0.541772
1.37737  -0.496602
1.31058  -0.534952
1.42728  0.459951
1.50054  0.451027
0.216663  0.527926
0.294348  0.53964
1.49411  -0.39766
1.54665  -0.339023
1.31782  0.536681
1.23616  0.543717
0.216663  0.527926
0.164637  0.578258
0.635941  0.513995
0.693905  0.581209
0.294348  0.53964
0.37637  0.541772
1.23616  0.543717
1.15191  0.547449
1.52205  -0.271294
1.54665  -0.339023
0.0943264  0.567384
0.164637  0.578258
1.15191  0.547449
1.05742  0.547084
1.52205  -0.271294
1.5657  -0.205622
-0.158752  -0.543412
-0.185427  -0.608551
1.31058  -0.534952
1.22184  -0.56376
1.05742  0.547084
0.961214  0.580261
1.5307  -0.141073
1.56478  -0.068938
1.5307  -0.141073
1.5657  -0.205622
0.863836  0.564419
0.961214  0.580261
0.863836  0.564419
0.792274  0.616506
0.693905  0.581209
0.792274  0.616506
1.22184  -0.56376
1.12191  -0.587489
1.50054  0.451027
1.56769  0.441777
-0.185427  -0.608551
-0.130674  -0.666184
1.12191  -0.587489
1.0295  -0.608662
0.839148  -0.634815
0.742285  -0.641572
0.839148  -0.634815
0.934927  -0.624779
1.0295  -0.608662
0.934927  -0.624779
0.646962  -0.642869
0.742285  -0.641572
1.56769  0.441777
1.61862  0.375779
0.646962  -0.642869
0.59355  -0.716962
1.56478  -0.068938
1.64281  -0.054146
-0.130674  -0.666184
-0.0635153  -0.724502
1.61862  0.375779
1.62836  0.27157
1.62836  0.27157
1.62638  0.178943
0.492985  -0.714464
0.59355  -0.716962
1.64281  -0.054146
1.67261  0.0321683
1.62638  0.178943
1.69388  0.124907
-0.0635153  -0.724502
0.0214571  -0.790848
0.492985  -0.714464
0.441578  -0.79452
1.67261  0.0321683
1.69388  0.124907
0.0214571  -0.790848
0.070053  -0.889453
0.441578  -0.79452
0.396426  -0.869155
0.396426  -0.869155
0.302561  -0.892307
0.070053  -0.889453
0.184799  -0.898447
0.302561  -0.892307
0.184799  -0.898447
